G,F,P,category,type,sector,score,classification,desc
4,5,4,Qualité,Cyber & SSI,Innovation,80,Eleve,
4,4,1,Projet/Programme,Technique,ETI,16,Faible,
1,5,2,Projet/Programme,Cyber & SSI,TPE,10,Faible,
4,5,1,Qualité,Cyber & SSI,Agriculture,20,Faible,
4,4,5,Qualité,Commercial,PME,80,Eleve,
4,5,1,Qualité,Technique,PME,20,Faible,
5,2,5,Projet/Programme,Cyber & SSI,ETI,50,Moyen,
1,3,4,Projet/Programme,Financier,ETI,12,Faible,
5,3,5,Projet/Programme,Financier,Agriculture,75,Eleve,
3,4,2,Projet/Programme,Technique,Agriculture,24,Faible,
5,4,4,Industriel,Commercial,ETI,80,Eleve,
4,4,5,Projet/Programme,Technique,Startup,80,Eleve,
2,5,4,Qualité,Technique,PME,40,Moyen,
4,5,2,Industriel,Commercial,ETI,40,Moyen,
3,1,4,Industriel,Commercial,Innovation,12,Faible,
4,2,4,Industriel,Cyber & SSI,Startup,32,Moyen,
1,1,4,Industriel,Financier,Startup,4,Faible,
4,2,4,Industriel,Financier,Mobilité et Transport,32,Moyen,
4,4,4,Qualité,Financier,Agriculture,64,Eleve,
3,4,1,Projet/Programme,Commercial,Agriculture,12,Faible,
2,4,4,Industriel,Cyber & SSI,Technologie,32,Moyen,
5,2,4,Projet/Programme,Commercial,TPE,40,Moyen,
2,5,2,Projet/Programme,Technique,Agriculture,20,Faible,
5,5,2,Industriel,Cyber & SSI,TPE,50,Moyen,
2,3,4,Projet/Programme,Financier,TPE,24,Faible,
5,4,5,Qualité,Cyber & SSI,Innovation,100,Eleve,
5,4,1,Qualité,Commercial,ETI,20,Faible,
1,1,2,Qualité,Commercial,Mobilité et Transport,2,Faible,
4,3,5,Projet/Programme,Cyber & SSI,Startup,60,Eleve,
4,3,4,Projet/Programme,Financier,Agriculture,48,Moyen,
1,1,4,Projet/Programme,Cyber & SSI,ETI,4,Faible,
4,1,2,Industriel,Technique,Innovation,8,Faible,
3,4,4,Industriel,Commercial,TPE,48,Moyen,
5,4,5,Projet/Programme,Cyber & SSI,ETI,100,Eleve,
4,4,1,Projet/Programme,Commercial,Agriculture,16,Faible,
3,4,1,Qualité,Technique,TPE,12,Faible,
3,2,1,Qualité,Commercial,PME,6,Faible,
4,1,4,Projet/Programme,Financier,Agriculture,16,Faible,
2,1,5,Qualité,Financier,Innovation,10,Faible,
3,5,4,Projet/Programme,Financier,TPE,60,Eleve,
3,2,1,Projet/Programme,Commercial,Agriculture,6,Faible,
4,5,2,Industriel,Technique,Startup,40,Moyen,
4,1,5,Industriel,Financier,Technologie,20,Faible,
2,4,2,Qualité,Technique,Innovation,16,Faible,
5,4,4,Industriel,Cyber & SSI,PME,80,Eleve,
5,4,2,Projet/Programme,Financier,Agriculture,40,Moyen,
4,1,3,Qualité,Commercial,PME,12,Faible,
4,1,4,Qualité,Financier,PME,16,Faible,
2,1,2,Projet/Programme,Cyber & SSI,PME,4,Faible,
4,4,4,Qualité,Financier,Technologie,64,Eleve,
2,5,3,Industriel,Commercial,Mobilité et Transport,30,Moyen,
3,1,5,Industriel,Commercial,TPE,15,Faible,
5,3,4,Projet/Programme,Financier,Innovation,60,Eleve,
3,4,1,Projet/Programme,Technique,Technologie,12,Faible,
4,5,2,Projet/Programme,Commercial,TPE,40,Moyen,
3,4,5,Industriel,Technique,PME,60,Eleve,
2,2,1,Projet/Programme,Financier,Agriculture,4,Faible,
4,4,4,Industriel,Cyber & SSI,Startup,64,Eleve,
5,1,2,Industriel,Technique,PME,10,Faible,
2,2,1,Projet/Programme,Cyber & SSI,Technologie,4,Faible,
1,2,4,Industriel,Financier,Technologie,8,Faible,
5,1,1,Projet/Programme,Commercial,Startup,5,Faible,
2,5,4,Qualité,Technique,Startup,40,Moyen,
5,3,1,Projet/Programme,Cyber & SSI,Innovation,15,Faible,
4,1,2,Qualité,Commercial,Technologie,8,Faible,
5,4,5,Qualité,Financier,Mobilité et Transport,100,Eleve,
5,3,5,Qualité,Cyber & SSI,Agriculture,75,Eleve,
5,3,4,Industriel,Financier,Technologie,60,Eleve,
4,1,5,Projet/Programme,Cyber & SSI,Technologie,20,Faible,
1,3,1,Projet/Programme,Technique,Innovation,3,Faible,
2,4,5,Qualité,Commercial,Agriculture,40,Moyen,
3,5,5,Industriel,Commercial,ETI,75,Eleve,
2,1,4,Qualité,Cyber & SSI,TPE,8,Faible,
1,4,5,Qualité,Commercial,TPE,20,Faible,
2,2,4,Projet/Programme,Financier,Agriculture,16,Faible,
1,5,2,Qualité,Technique,TPE,10,Faible,
1,2,5,Industriel,Cyber & SSI,Technologie,10,Faible,
2,5,3,Projet/Programme,Commercial,PME,30,Moyen,
4,2,1,Projet/Programme,Commercial,Innovation,8,Faible,
5,4,3,Projet/Programme,Financier,Innovation,60,Eleve,
3,5,2,Projet/Programme,Commercial,PME,30,Moyen,
4,3,2,Industriel,Technique,PME,24,Faible,
2,4,1,Qualité,Commercial,ETI,8,Faible,
5,2,2,Projet/Programme,Financier,Agriculture,20,Faible,
2,4,5,Projet/Programme,Commercial,PME,40,Moyen,
2,5,5,Qualité,Technique,Startup,50,Moyen,
2,4,2,Industriel,Commercial,Startup,16,Faible,
2,4,4,Projet/Programme,Cyber & SSI,PME,32,Moyen,
4,4,4,Industriel,Cyber & SSI,Technologie,64,Eleve,
2,4,5,Qualité,Commercial,Agriculture,40,Moyen,
5,4,5,Industriel,Commercial,Innovation,100,Eleve,
4,4,5,Projet/Programme,Technique,Mobilité et Transport,80,Eleve,
1,2,2,Qualité,Financier,PME,4,Faible,
1,5,4,Qualité,Cyber & SSI,Mobilité et Transport,20,Faible,
1,4,2,Qualité,Technique,Technologie,8,Faible,
3,4,1,Projet/Programme,Commercial,Technologie,12,Faible,
5,5,1,Projet/Programme,Financier,Technologie,25,Faible,
5,4,2,Qualité,Commercial,PME,40,Moyen,
4,2,5,Projet/Programme,Commercial,ETI,40,Moyen,
5,3,2,Industriel,Financier,PME,30,Moyen,
2,4,4,Qualité,Financier,Startup,32,Moyen,
4,1,1,Industriel,Technique,Mobilité et Transport,4,Faible,
2,4,4,Projet/Programme,Cyber & SSI,Mobilité et Transport,32,Moyen,
1,1,2,Qualité,Commercial,PME,2,Faible,
4,2,3,Projet/Programme,Financier,Agriculture,24,Faible,
4,5,3,Qualité,Technique,Agriculture,60,Eleve,
4,4,5,Industriel,Financier,Agriculture,80,Eleve,
3,4,5,Projet/Programme,Commercial,TPE,60,Eleve,
5,4,1,Projet/Programme,Financier,TPE,20,Faible,
4,1,2,Qualité,Cyber & SSI,PME,8,Faible,
4,5,4,Industriel,Technique,Innovation,80,Eleve,
4,5,1,Projet/Programme,Technique,Innovation,20,Faible,
1,2,2,Qualité,Cyber & SSI,Startup,4,Faible,
5,5,4,Qualité,Technique,Innovation,100,Eleve,
1,2,4,Projet/Programme,Financier,Agriculture,8,Faible,
4,3,4,Qualité,Financier,Innovation,48,Moyen,
4,2,2,Industriel,Technique,Agriculture,16,Faible,
2,2,4,Industriel,Technique,Agriculture,16,Faible,
4,5,1,Qualité,Financier,TPE,20,Faible,
5,2,2,Qualité,Financier,Startup,20,Faible,
2,5,2,Projet/Programme,Technique,PME,20,Faible,
4,2,4,Industriel,Financier,Agriculture,32,Moyen,
3,2,4,Projet/Programme,Financier,Innovation,24,Faible,
3,4,3,Industriel,Technique,Startup,36,Moyen,
5,4,1,Qualité,Technique,TPE,20,Faible,
5,5,2,Projet/Programme,Commercial,TPE,50,Moyen,
4,3,3,Industriel,Financier,Agriculture,36,Moyen,
5,2,3,Projet/Programme,Financier,Agriculture,30,Moyen,
1,5,4,Qualité,Cyber & SSI,TPE,20,Faible,
2,5,5,Projet/Programme,Technique,Startup,50,Moyen,
4,1,5,Qualité,Cyber & SSI,PME,20,Faible,
2,3,2,Qualité,Financier,Startup,12,Faible,
5,3,5,Projet/Programme,Cyber & SSI,TPE,75,Eleve,
3,4,1,Industriel,Commercial,TPE,12,Faible,
4,4,1,Industriel,Cyber & SSI,PME,16,Faible,
2,4,4,Qualité,Technique,TPE,32,Moyen,
4,5,5,Projet/Programme,Financier,Technologie,100,Eleve,
4,1,5,Industriel,Cyber & SSI,Mobilité et Transport,20,Faible,
1,3,5,Projet/Programme,Commercial,Technologie,15,Faible,
4,5,1,Qualité,Technique,PME,20,Faible,
1,4,1,Qualité,Technique,Agriculture,4,Faible,
3,4,2,Projet/Programme,Technique,Innovation,24,Faible,
5,4,4,Industriel,Commercial,Agriculture,80,Eleve,
4,2,5,Projet/Programme,Cyber & SSI,Mobilité et Transport,40,Moyen,
2,2,2,Qualité,Financier,Innovation,8,Faible,
4,2,2,Qualité,Financier,Mobilité et Transport,16,Faible,
1,4,2,Industriel,Technique,ETI,8,Faible,
2,5,1,Projet/Programme,Commercial,Mobilité et Transport,10,Faible,
4,5,3,Qualité,Technique,Technologie,60,Eleve,
3,4,3,Projet/Programme,Cyber & SSI,ETI,36,Moyen,
4,4,1,Qualité,Technique,ETI,16,Faible,
3,2,5,Projet/Programme,Commercial,Technologie,30,Moyen,
3,1,4,Qualité,Financier,Agriculture,12,Faible,
3,4,4,Projet/Programme,Technique,TPE,48,Moyen,
5,3,4,Qualité,Technique,Startup,60,Eleve,
4,1,5,Industriel,Financier,Mobilité et Transport,20,Faible,
2,4,4,Qualité,Technique,ETI,32,Moyen,
4,5,2,Industriel,Cyber & SSI,Technologie,40,Moyen,
5,3,3,Projet/Programme,Commercial,PME,45,Moyen,
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,
1,2,4,Qualité,Financier,Mobilité et Transport,8,Faible,
1,2,1,Qualité,Technique,ETI,2,Faible,
1,4,2,Qualité,Commercial,TPE,8,Faible,
4,5,4,Projet/Programme,Financier,Mobilité et Transport,80,Eleve,
5,3,4,Qualité,Commercial,ETI,60,Eleve,
5,5,1,Qualité,Financier,Technologie,25,Faible,
3,4,3,Qualité,Commercial,Startup,36,Moyen,
3,4,1,Qualité,Commercial,Startup,12,Faible,
2,4,5,Qualité,Technique,Agriculture,40,Moyen,
4,5,4,Industriel,Cyber & SSI,Mobilité et Transport,80,Eleve,
5,5,5,Industriel,Financier,Startup,125,Eleve,
5,3,4,Industriel,Commercial,TPE,60,Eleve,
2,4,3,Qualité,Technique,PME,24,Faible,
4,2,1,Industriel,Cyber & SSI,TPE,8,Faible,
3,5,1,Qualité,Commercial,TPE,15,Faible,
3,5,1,Qualité,Commercial,Mobilité et Transport,15,Faible,
2,2,4,Industriel,Commercial,Mobilité et Transport,16,Faible,
3,5,5,Qualité,Technique,Agriculture,75,Eleve,
5,3,2,Industriel,Financier,TPE,30,Moyen,
4,5,1,Projet/Programme,Cyber & SSI,TPE,20,Faible,
4,3,3,Projet/Programme,Financier,PME,36,Moyen,
1,3,5,Projet/Programme,Cyber & SSI,Innovation,15,Faible,
5,1,1,Industriel,Technique,Innovation,5,Faible,
5,2,4,Industriel,Technique,Innovation,40,Moyen,
5,5,2,Qualité,Commercial,TPE,50,Moyen,
1,4,4,Industriel,Cyber & SSI,ETI,16,Faible,
4,2,5,Projet/Programme,Financier,Agriculture,40,Moyen,
2,2,3,Projet/Programme,Cyber & SSI,Startup,12,Faible,
2,4,2,Projet/Programme,Commercial,Innovation,16,Faible,
4,2,4,Projet/Programme,Technique,Agriculture,32,Moyen,
3,5,4,Projet/Programme,Financier,Technologie,60,Eleve,
3,3,4,Industriel,Financier,TPE,36,Moyen,
3,2,1,Projet/Programme,Commercial,Agriculture,6,Faible,
4,3,1,Qualité,Financier,PME,12,Faible,
5,5,4,Projet/Programme,Financier,Technologie,100,Eleve,
4,5,4,Projet/Programme,Commercial,TPE,80,Eleve,
1,2,4,Industriel,Commercial,Mobilité et Transport,8,Faible,
3,4,1,Qualité,Financier,Startup,12,Faible,
3,5,1,Projet/Programme,Technique,Technologie,15,Faible,
1,4,1,Qualité,Commercial,Mobilité et Transport,4,Faible,
2,4,2,Qualité,Technique,PME,16,Faible,
4,1,5,Projet/Programme,Cyber & SSI,Innovation,20,Faible,
4,5,4,Qualité,Commercial,TPE,80,Eleve,
3,4,2,Qualité,Financier,PME,24,Faible,
2,3,4,Industriel,Commercial,Startup,24,Faible,
2,2,4,Qualité,Cyber & SSI,Innovation,16,Faible,
2,5,5,Qualité,Commercial,TPE,50,Moyen,
3,5,5,Projet/Programme,Cyber & SSI,Startup,75,Eleve,
2,5,1,Projet/Programme,Financier,Innovation,10,Faible,
5,4,2,Projet/Programme,Technique,ETI,40,Moyen,
4,5,4,Qualité,Cyber & SSI,ETI,80,Eleve,
1,2,5,Industriel,Commercial,Mobilité et Transport,10,Faible,
5,1,2,Projet/Programme,Cyber & SSI,ETI,10,Faible,
5,5,4,Industriel,Commercial,Agriculture,100,Eleve,
2,4,4,Projet/Programme,Financier,Technologie,32,Moyen,
3,5,3,Qualité,Commercial,Mobilité et Transport,45,Moyen,
2,5,2,Qualité,Technique,ETI,20,Faible,
5,5,5,Industriel,Financier,Startup,125,Eleve,
5,2,4,Industriel,Cyber & SSI,Technologie,40,Moyen,
5,4,4,Industriel,Commercial,ETI,80,Eleve,
4,4,2,Industriel,Technique,Startup,32,Moyen,
4,5,2,Qualité,Financier,Startup,40,Moyen,
3,4,2,Qualité,Technique,PME,24,Faible,
2,5,2,Qualité,Financier,TPE,20,Faible,
3,5,3,Qualité,Technique,Technologie,45,Moyen,
4,4,3,Qualité,Technique,Technologie,48,Moyen,
1,2,1,Qualité,Technique,Agriculture,2,Faible,
1,4,2,Qualité,Cyber & SSI,PME,8,Faible,
5,5,2,Qualité,Technique,Technologie,50,Moyen,
4,3,4,Industriel,Financier,TPE,48,Moyen,
5,5,3,Projet/Programme,Technique,Technologie,75,Eleve,
2,4,4,Projet/Programme,Cyber & SSI,TPE,32,Moyen,
2,4,3,Qualité,Cyber & SSI,Startup,24,Faible,
2,3,5,Industriel,Commercial,PME,30,Moyen,
1,4,5,Projet/Programme,Financier,Innovation,20,Faible,
5,4,1,Industriel,Commercial,Technologie,20,Faible,
2,5,1,Qualité,Cyber & SSI,TPE,10,Faible,
2,4,3,Projet/Programme,Technique,PME,24,Faible,
4,5,1,Projet/Programme,Financier,ETI,20,Faible,
3,4,3,Qualité,Commercial,Innovation,36,Moyen,
1,2,2,Qualité,Commercial,Innovation,4,Faible,
5,2,5,Projet/Programme,Financier,ETI,50,Moyen,
1,3,5,Qualité,Commercial,PME,15,Faible,
5,4,2,Industriel,Technique,Technologie,40,Moyen,
4,3,3,Industriel,Technique,Agriculture,36,Moyen,
1,5,4,Qualité,Cyber & SSI,PME,20,Faible,
1,4,3,Industriel,Commercial,PME,12,Faible,
3,2,4,Qualité,Financier,Agriculture,24,Faible,
5,3,5,Industriel,Financier,Agriculture,75,Eleve,
4,5,2,Qualité,Commercial,TPE,40,Moyen,
4,4,4,Industriel,Cyber & SSI,Innovation,64,Eleve,
1,2,1,Industriel,Financier,ETI,2,Faible,
4,5,1,Industriel,Commercial,Innovation,20,Faible,
3,5,1,Projet/Programme,Technique,Mobilité et Transport,15,Faible,
2,4,3,Projet/Programme,Commercial,Innovation,24,Faible,
5,3,5,Industriel,Cyber & SSI,TPE,75,Eleve,
5,4,5,Projet/Programme,Technique,Mobilité et Transport,100,Eleve,
4,4,4,Industriel,Cyber & SSI,TPE,64,Eleve,
2,2,5,Qualité,Commercial,Agriculture,20,Faible,
4,2,5,Qualité,Commercial,Technologie,40,Moyen,
4,3,5,Industriel,Financier,PME,60,Eleve,
5,5,1,Projet/Programme,Commercial,TPE,25,Faible,
1,5,5,Industriel,Commercial,Agriculture,25,Faible,
3,5,5,Projet/Programme,Commercial,Agriculture,75,Eleve,
5,2,4,Industriel,Commercial,Startup,40,Moyen,
4,2,3,Industriel,Financier,Startup,24,Faible,
2,5,4,Qualité,Financier,ETI,40,Moyen,
4,1,4,Projet/Programme,Technique,ETI,16,Faible,
2,4,1,Projet/Programme,Technique,TPE,8,Faible,
5,1,4,Projet/Programme,Technique,Technologie,20,Faible,
5,4,2,Industriel,Technique,Agriculture,40,Moyen,
3,2,1,Projet/Programme,Financier,Technologie,6,Faible,
2,5,5,Projet/Programme,Commercial,Innovation,50,Moyen,
5,2,5,Industriel,Commercial,TPE,50,Moyen,
4,4,1,Industriel,Technique,ETI,16,Faible,
2,4,3,Projet/Programme,Financier,TPE,24,Faible,
1,2,4,Qualité,Technique,Innovation,8,Faible,
5,5,4,Qualité,Commercial,Innovation,100,Eleve,
4,2,4,Industriel,Cyber & SSI,TPE,32,Moyen,
4,5,4,Qualité,Technique,ETI,80,Eleve,
2,1,3,Projet/Programme,Commercial,Agriculture,6,Faible,
4,2,4,Projet/Programme,Technique,Innovation,32,Moyen,
4,5,5,Projet/Programme,Commercial,Technologie,100,Eleve,
3,2,5,Projet/Programme,Cyber & SSI,Agriculture,30,Moyen,
4,1,3,Industriel,Financier,Innovation,12,Faible,
4,4,5,Qualité,Technique,PME,80,Eleve,
5,2,1,Projet/Programme,Technique,Agriculture,10,Faible,
4,4,4,Industriel,Commercial,Innovation,64,Eleve,
4,3,1,Qualité,Financier,Mobilité et Transport,12,Faible,
5,4,3,Industriel,Financier,ETI,60,Eleve,
4,5,3,Qualité,Technique,Mobilité et Transport,60,Eleve,
5,5,1,Projet/Programme,Commercial,Startup,25,Faible,
5,3,4,Industriel,Financier,Innovation,60,Eleve,
1,3,5,Industriel,Technique,PME,15,Faible,
2,3,1,Industriel,Commercial,Technologie,6,Faible,
2,4,4,Qualité,Cyber & SSI,TPE,32,Moyen,
4,4,1,Industriel,Technique,Innovation,16,Faible,
2,3,5,Qualité,Cyber & SSI,PME,30,Moyen,
2,5,2,Projet/Programme,Commercial,TPE,20,Faible,
4,4,5,Industriel,Cyber & SSI,Mobilité et Transport,80,Eleve,
2,2,1,Qualité,Commercial,Technologie,4,Faible,
4,2,2,Industriel,Financier,Agriculture,16,Faible,
2,2,5,Projet/Programme,Financier,Technologie,20,Faible,
3,4,2,Projet/Programme,Technique,TPE,24,Faible,
5,4,4,Industriel,Cyber & SSI,TPE,80,Eleve,
4,1,3,Industriel,Financier,Mobilité et Transport,12,Faible,
1,4,3,Projet/Programme,Commercial,Agriculture,12,Faible,
2,5,4,Qualité,Cyber & SSI,Mobilité et Transport,40,Moyen,
4,4,4,Projet/Programme,Technique,ETI,64,Eleve,
5,4,4,Qualité,Technique,Agriculture,80,Eleve,
3,4,4,Projet/Programme,Commercial,TPE,48,Moyen,
4,2,3,Qualité,Financier,Startup,24,Faible,
4,5,2,Qualité,Cyber & SSI,ETI,40,Moyen,
5,3,4,Industriel,Cyber & SSI,PME,60,Eleve,
4,4,4,Industriel,Financier,Technologie,64,Eleve,
1,4,3,Projet/Programme,Commercial,Innovation,12,Faible,
4,2,4,Projet/Programme,Commercial,ETI,32,Moyen,
4,5,4,Industriel,Technique,Innovation,80,Eleve,
5,5,4,Projet/Programme,Technique,Startup,100,Eleve,
4,5,2,Qualité,Commercial,Technologie,40,Moyen,
5,4,5,Projet/Programme,Technique,Mobilité et Transport,100,Eleve,
3,4,4,Qualité,Technique,Technologie,48,Moyen,
1,4,4,Industriel,Commercial,Mobilité et Transport,16,Faible,
4,5,1,Industriel,Cyber & SSI,Agriculture,20,Faible,
2,3,5,Projet/Programme,Cyber & SSI,Mobilité et Transport,30,Moyen,
5,4,2,Qualité,Cyber & SSI,Mobilité et Transport,40,Moyen,
4,3,5,Industriel,Financier,Agriculture,60,Eleve,
4,1,4,Projet/Programme,Technique,TPE,16,Faible,
1,5,1,Qualité,Technique,Startup,5,Faible,
2,4,4,Qualité,Technique,TPE,32,Moyen,
2,1,4,Projet/Programme,Financier,Innovation,8,Faible,
4,2,1,Industriel,Technique,TPE,8,Faible,
3,4,4,Qualité,Technique,Agriculture,48,Moyen,
2,1,2,Projet/Programme,Cyber & SSI,TPE,4,Faible,
5,3,4,Industriel,Commercial,Agriculture,60,Eleve,
2,2,1,Projet/Programme,Technique,Agriculture,4,Faible,
2,4,3,Qualité,Commercial,Startup,24,Faible,
3,5,5,Industriel,Financier,Startup,75,Eleve,
5,1,1,Industriel,Financier,TPE,5,Faible,
2,1,1,Projet/Programme,Financier,Innovation,2,Faible,
2,4,4,Projet/Programme,Commercial,Agriculture,32,Moyen,
5,4,2,Projet/Programme,Technique,Mobilité et Transport,40,Moyen,
4,2,2,Industriel,Commercial,Mobilité et Transport,16,Faible,
4,4,5,Industriel,Cyber & SSI,Startup,80,Eleve,
2,4,1,Qualité,Technique,Technologie,8,Faible,
2,4,4,Projet/Programme,Cyber & SSI,Startup,32,Moyen,
4,3,3,Industriel,Financier,Agriculture,36,Moyen,
4,4,2,Qualité,Technique,TPE,32,Moyen,
1,5,1,Qualité,Financier,ETI,5,Faible,
5,4,4,Qualité,Cyber & SSI,PME,80,Eleve,
3,4,5,Projet/Programme,Financier,Startup,60,Eleve,
4,3,4,Industriel,Financier,Startup,48,Moyen,
3,5,4,Qualité,Financier,PME,60,Eleve,
4,5,5,Projet/Programme,Financier,Startup,100,Eleve,
2,5,1,Qualité,Cyber & SSI,Technologie,10,Faible,
4,2,5,Industriel,Commercial,Technologie,40,Moyen,
4,5,1,Qualité,Technique,PME,20,Faible,
2,1,2,Projet/Programme,Financier,Mobilité et Transport,4,Faible,
1,5,4,Qualité,Technique,ETI,20,Faible,
2,4,4,Qualité,Technique,Startup,32,Moyen,
4,5,1,Industriel,Technique,Technologie,20,Faible,
4,4,4,Projet/Programme,Cyber & SSI,PME,64,Eleve,
2,4,3,Projet/Programme,Technique,Innovation,24,Faible,
3,1,3,Qualité,Technique,PME,9,Faible,
2,5,1,Projet/Programme,Technique,Mobilité et Transport,10,Faible,
4,2,5,Projet/Programme,Financier,PME,40,Moyen,
4,5,2,Projet/Programme,Technique,PME,40,Moyen,
4,3,1,Projet/Programme,Financier,Agriculture,12,Faible,
1,3,4,Industriel,Technique,Startup,12,Faible,
2,4,5,Projet/Programme,Technique,PME,40,Moyen,
4,5,3,Qualité,Commercial,PME,60,Eleve,
1,4,2,Qualité,Financier,Startup,8,Faible,
4,4,2,Projet/Programme,Financier,Innovation,32,Moyen,
1,4,4,Qualité,Financier,TPE,16,Faible,
5,4,5,Qualité,Financier,Startup,100,Eleve,
1,1,2,Industriel,Commercial,Agriculture,2,Faible,
4,5,2,Industriel,Commercial,PME,40,Moyen,
4,5,1,Projet/Programme,Commercial,Startup,20,Faible,
4,2,2,Projet/Programme,Financier,Startup,16,Faible,
4,5,5,Industriel,Cyber & SSI,Technologie,100,Eleve,
5,5,2,Industriel,Commercial,Startup,50,Moyen,
1,4,2,Industriel,Financier,TPE,8,Faible,
4,3,4,Qualité,Financier,Startup,48,Moyen,
5,2,5,Industriel,Technique,ETI,50,Moyen,
3,4,5,Qualité,Financier,Startup,60,Eleve,
3,1,1,Projet/Programme,Technique,PME,3,Faible,
4,1,1,Industriel,Financier,Startup,4,Faible,
4,5,3,Qualité,Technique,Agriculture,60,Eleve,
4,1,3,Industriel,Financier,TPE,12,Faible,
5,4,2,Projet/Programme,Cyber & SSI,ETI,40,Moyen,
3,1,2,Qualité,Financier,Innovation,6,Faible,
2,2,5,Qualité,Commercial,Mobilité et Transport,20,Faible,
5,4,4,Qualité,Financier,Startup,80,Eleve,
2,5,3,Projet/Programme,Technique,PME,30,Moyen,
5,5,4,Qualité,Cyber & SSI,Startup,100,Eleve,
2,3,4,Projet/Programme,Commercial,Mobilité et Transport,24,Faible,
4,4,4,Projet/Programme,Commercial,Mobilité et Transport,64,Eleve,
2,4,4,Qualité,Financier,Startup,32,Moyen,
4,5,4,Industriel,Financier,TPE,80,Eleve,
5,5,4,Industriel,Cyber & SSI,PME,100,Eleve,
4,5,1,Industriel,Cyber & SSI,TPE,20,Faible,
4,4,5,Projet/Programme,Cyber & SSI,Startup,80,Eleve,
1,5,1,Qualité,Technique,ETI,5,Faible,
4,4,4,Qualité,Financier,Agriculture,64,Eleve,
5,3,5,Qualité,Financier,Mobilité et Transport,75,Eleve,
4,4,3,Industriel,Financier,PME,48,Moyen,
5,1,4,Industriel,Financier,Mobilité et Transport,20,Faible,
5,5,2,Industriel,Technique,TPE,50,Moyen,
4,4,1,Qualité,Cyber & SSI,PME,16,Faible,
1,4,5,Projet/Programme,Commercial,ETI,20,Faible,
5,5,5,Qualité,Cyber & SSI,TPE,125,Eleve,
1,5,4,Industriel,Commercial,Technologie,20,Faible,
4,5,4,Industriel,Commercial,TPE,80,Eleve,
3,4,2,Projet/Programme,Commercial,Mobilité et Transport,24,Faible,
5,2,4,Qualité,Cyber & SSI,ETI,40,Moyen,
5,2,2,Industriel,Technique,ETI,20,Faible,
2,2,4,Projet/Programme,Commercial,Innovation,16,Faible,
1,1,3,Projet/Programme,Cyber & SSI,Innovation,3,Faible,
3,5,5,Qualité,Cyber & SSI,Agriculture,75,Eleve,
2,3,5,Qualité,Financier,Technologie,30,Moyen,
4,2,3,Industriel,Cyber & SSI,TPE,24,Faible,
4,2,5,Industriel,Technique,Innovation,40,Moyen,
5,5,2,Qualité,Technique,Mobilité et Transport,50,Moyen,
4,1,4,Qualité,Financier,TPE,16,Faible,
4,4,4,Industriel,Cyber & SSI,TPE,64,Eleve,
4,4,4,Industriel,Technique,PME,64,Eleve,
2,4,3,Projet/Programme,Financier,PME,24,Faible,
5,4,4,Industriel,Cyber & SSI,Innovation,80,Eleve,
2,3,3,Qualité,Commercial,Innovation,18,Faible,
4,4,5,Industriel,Technique,TPE,80,Eleve,
1,4,2,Industriel,Commercial,Technologie,8,Faible,
4,2,4,Industriel,Cyber & SSI,PME,32,Moyen,
5,5,4,Qualité,Cyber & SSI,Startup,100,Eleve,
5,5,5,Projet/Programme,Financier,TPE,125,Eleve,
4,4,4,Qualité,Cyber & SSI,TPE,64,Eleve,
1,4,4,Projet/Programme,Financier,Startup,16,Faible,
5,4,3,Projet/Programme,Commercial,Startup,60,Eleve,
4,4,4,Qualité,Technique,ETI,64,Eleve,
5,3,5,Industriel,Financier,TPE,75,Eleve,
5,2,5,Projet/Programme,Cyber & SSI,ETI,50,Moyen,
4,5,4,Projet/Programme,Cyber & SSI,Startup,80,Eleve,
2,4,4,Industriel,Technique,ETI,32,Moyen,
3,5,4,Industriel,Technique,ETI,60,Eleve,
3,5,1,Qualité,Technique,PME,15,Faible,
5,4,2,Industriel,Cyber & SSI,Agriculture,40,Moyen,
2,4,2,Qualité,Technique,Innovation,16,Faible,
1,4,1,Qualité,Technique,Agriculture,4,Faible,
4,1,3,Industriel,Technique,Innovation,12,Faible,
4,1,2,Industriel,Commercial,Innovation,8,Faible,
2,4,5,Qualité,Technique,Startup,40,Moyen,
5,1,1,Industriel,Financier,Innovation,5,Faible,
5,4,4,Industriel,Commercial,PME,80,Eleve,
5,3,4,Projet/Programme,Financier,Startup,60,Eleve,
1,4,1,Projet/Programme,Cyber & SSI,Technologie,4,Faible,
4,2,1,Projet/Programme,Financier,Mobilité et Transport,8,Faible,
4,5,4,Projet/Programme,Technique,TPE,80,Eleve,
